JEDEC ID,Manufacturer,IC name,size HEX,address 3 or 4 byte,mode write: 0 for page 256 mode 1 for SST AAI word/byte mode 2 for page 32 mode 3 for SST AAI byte,power: 0 for 3.3V 1 for 1.8V 2 for 1.2V
C22017,MACRONIX,MX25L6405 / MX25L6405D / MX25L6406E / MX25L6408E / MX25L6433F / MX25L6435E / MX25L6436E / MX25L6445E / MX25L6465E / ...,00800000,3,0,0
C22018,MACRONIX,MX25L12805D / MX25L12835E / MX25L12835F / MX25L12836E / MX25L12839F / MX25L12845E / MX25L12845G / MX25L12845F / ...,01000000,3,0,0
C22019,MACRONIX,MX25L25635E / MX25L25673G / MX25L25735E,02000000,4,0,0
C2201A,MACRONIX,MX25L51237G / MX25L51245G,04000000,4,0,0
C2201B,MACRONIX,MX66L1G45G,08000000,4,0,0
C22211,MACRONIX,MX25L1021E,00020000,3,2,0
C22310,MACRONIX,MX25V512F,00010000,3,0,0
C22311,MACRONIX,MX25V1035F,00020000,3,0,0
C22312,MACRONIX,MX25V2035F,00040000,3,0,0
C22313,MACRONIX,MX25V4035F,00080000,3,0,0
C22314,MACRONIX,MX25V8035F,00100000,3,0,0
C22315,MACRONIX,MX25V1635F,00200000,3,0,0
C22415,MACRONIX,MX25L1633E / MX25L1635D / MX25L1636D / MX25L1673E / MX25L1675E,00200000,3,0,0
C22515,MACRONIX,MX25L1635E / MX25L1636E,00200000,3,0,0
C22518,MACRONIX,MX25U12835F,01000000,3,0,1
C22532,MACRONIX,MX25U2032E / MX25U2033E,00040000,3,0,1
C2253B,MACRONIX,MX66U1G45G,08000000,4,0,1
C22553,MACRONIX,MX25V4035,00080000,3,0,0
C22554,MACRONIX,MX25V8035,00100000,3,0,0
C22615,KHIC,KH25L8036D,00100000,3,0,0
C22617,MACRONIX,MX25L6455E,00800000,3,0,0
C22618,MACRONIX,MX25L12855E,01000000,3,0,0
C22810,MACRONIX,MX25R512F,00010000,3,0,0
C22811,MACRONIX,MX25R1035F,00020000,3,0,0
C22812,MACRONIX,MX25R2035F,00040000,3,0,0
C22813,MACRONIX,MX25R4035F,00080000,3,0,0
C22814,MACRONIX,MX25R8035F,00100000,3,0,0
C22815,MACRONIX,MX25R1635F,00200000,3,0,0
C22816,MACRONIX,MX25R3235F,00400000,3,0,0
C22817,MACRONIX,MX25R6435F,00800000,3,0,0
C25E16,MACRONIX,MX25L3225D / MX25L3235D / MX25L3236D / MX25L3237D,00400000,3,0,0
C27518,MACRONIX,MX77L12850F,01000000,3,0,0
C2803A,MACRONIX,MX25UM51245G,04000000,4,0,1
C29517,MACRONIX,MX25L6495F,00800000,3,0,0
C49D20,GIANTEC,GT25F512,00010000,3,0,0
C82013,GIGADEVICE,GD25F40,00080000,3,0,0
C82014,GIGADEVICE,GD25F80,00100000,3,0,0
C83013,GIGADEVICE,GD25D40,00080000,3,0,0
C83014,GIGADEVICE,GD25D80,00100000,3,0,0
C83114,GIGADEVICE,MD25T80,00100000,3,0,0
C84010,GIGADEVICE,GD25Q512,00010000,3,0,0
C84011,GIGADEVICE,GD25Q10,00020000,3,0,0
C84012,GIGADEVICE,GD25Q20,00040000,3,0,0
C84013,GIGADEVICE,GD25Q40,00080000,3,0,0
C84014,GIGADEVICE,GD25Q80x / GD25Q80C / GD25Q80 / GD25Q80B,00100000,3,0,0
C84015,GIGADEVICE,GD25Q16x / GD25Q16 / GD25Q16B,00200000,3,0,0
C84016,GIGADEVICE,GD25Q32x / GD25Q32 / GD25Q32B,00400000,3,0,0
C84017,GIGADEVICE,GD25Q64x / GD25B64C / GD25B64E / GD25Q64 / GD25Q64B / GD25B64B,00800000,3,0,0
C84319,GIGADEVICE,GD25F256F,02000000,4,0,0
C8471B,GIGADEVICE,GD55B01GE,08000000,4,0,0
C8471C,GIGADEVICE,GD55B02GE,10000000,4,0,0
C86010,GIGADEVICE,GD25LQ05x,00010000,3,0,1
C86011,GIGADEVICE,GD25LQ10x,00020000,3,0,1
C86012,GIGADEVICE,GD25LQ20x / GD25LQ20C,00040000,3,0,1
C86013,GIGADEVICE,GD25LQ40x,00080000,3,0,1
C86014,GIGADEVICE,GD25LQ80x,00100000,3,0,1
C86015,GIGADEVICE,GD25LQ16x,00200000,3,0,1
C86016,GIGADEVICE,GD25LQ32D,00400000,3,0,1
C86017,GIGADEVICE,GD25LQ64C / GD25LQ064C,00800000,3,0,1
C86018,GIGADEVICE,GD25LQ128C,01000000,3,0,1
C86019,GIGADEVICE,GD25LQ256C,02000000,4,0,1
C86619,GIGADEVICE,GD25LT256C,02000000,4,0,1
C8661A,GIGADEVICE,GD55LT512WE,04000000,4,0,1
D53011,NANTRONICS,N25S10,00020000,3,0,0
D53012,NANTRONICS,N25S20,00040000,3,0,0
D53013,NANTRONICS,N25S40,00080000,3,0,0
D53014,NANTRONICS,N25S80,00100000,3,0,0
D53015,NANTRONICS,N25S16,00200000,3,0,0
D53016,NANTRONICS,N25S32,00400000,3,0,0
E04013,ACE,ACE25C400G / BG25Q40A / PN25F04A,00080000,3,0,0
E04014,ACE,ACE25C800G / GT25Q80A / BG25Q80A,00100000,3,0,0
E04015,ACE,ACE25C160G / BG25Q16A,00200000,3,0,0
E04016,ACE,ACE25C320G / BG25Q32A,00400000,3,0,0
E06015,BoyaMicro,BY25Q16AL,00200000,3,0,1
E06016,BoyaMicro,BY25Q32AL,00400000,3,0,1
E06017,BoyaMicro,BY25Q64AL,00800000,3,0,1
E06018,ACE,ACE25A128G / BY25Q128AL,01000000,3,0,1
EF2014,WINBOND,W25P80,00100000,3,0,0
EF2015,WINBOND,W25P16,00200000,3,0,0
EF2016,WINBOND,W25P32,00400000,3,0,0
EF2017,WINBOND,W25P64,00800000,3,0,0
EF3010,WINBOND,W25X05 / W25X05CL,00010000,3,0,0
EF3011,WINBOND,W25X10AV / W25X10BL / W25X10BV / W25X10CL / W25X10L / W25X10V / W25D10,00020000,3,0,0
EF3012,WINBOND,W25D20 / W25X20AL / W25X20AV / W25X20BL / W25X20BV / W25X20CL / W25X20L / W25X20V,00040000,3,0,0
EF3013,WINBOND,W25X40AL / W25X40AV / W25X40BL / W25X40BV / W25X40CL / W25X40L / W25X40V / W25D40,00080000,3,0,0
EF3014,WINBOND,W25X80AL / W25X80AV / W25X80BV / W25X80L / W25X80V / W25D80,00100000,3,0,0
EF3015,WINBOND,W25X16 / W25X16AL / W25X16AV / W25X16BV / W25X16V,00200000,3,0,0
EF3016,WINBOND,W25X32 / W25X32AV / W25X32BV / W25X32V,00400000,3,0,0
EF3017,WINBOND,W25X64 / W25X64BV / W25X64V,00800000,3,0,0
EF4012,WINBOND,W25Q20CL,00040000,3,0,0
EF4013,WINBOND,W25Q40BL / W25Q40BV / W25Q40CL,00080000,3,0,0
EF4014,WINBOND,W25Q80BL / W25Q80BV / W25Q80JV / W25Q80DV,00100000,3,0,0
EF4016,WINBOND,W25Q32 / W25Q32BV / W25Q32JV / W25Q32FV / W25Q32V,00400000,3,0,0
EF4021,WINBOND,W25Q01JV,08000000,4,0,0
EF5014,WINBOND,W25Q80BW / W25Q80BW_1.8V,00100000,3,0,1
EF6011,WINBOND,W25Q10EW / W25Q10EW_1.8V,00020000,3,0,1
EF6012,WINBOND,W25Q20EW / W25Q20EW_1.8V,00040000,3,0,1
EF6013,WINBOND,W25Q40EW / W25Q40EW_1.8V,00080000,3,0,1
EF6014,WINBOND,W25Q80EW / W25Q80EW_1.8V,00100000,3,0,1
EF6015,WINBOND,W25Q16FW / W25Q16FW_1.8V,00200000,3,0,1
EF6016,WINBOND,W25Q32FW / W25Q32FW_1.8V,00400000,3,0,1
EF6018,WINBOND,W25Q128FW / W25Q128FW_1.8V,01000000,3,0,1
EF6119,WINBOND,W25M512JW,04000000,4,0,1
EF7015,WINBOND,W25Q16JV-xM,00200000,3,0,0
EF7016,WINBOND,W25Q32JV-xM,00400000,3,0,0
EF7017,WINBOND,W25Q64JV-xM,00800000,3,0,0
EF7018,WINBOND,W25Q128JV-xM / W25Q128JVSM / W25Q128JVFM / W25Q128JVPM / W25Q128JVEM / W25Q128JVBM / W25Q128JVCM,01000000,3,0,0
EF7019,WINBOND,W25Q256JV-xM,02000000,4,0,0
EF7020,WINBOND,W25Q512JV-xM,04000000,4,0,0
EF7021,WINBOND,W25Q01JV-xM,08000000,4,0,0
EF7119,WINBOND,W25M512JV,04000000,4,0,0
EF8016,WINBOND,W25Q32JW,00400000,3,0,1
EF8017,WINBOND,W25Q64JW / W25Q64JW-IM_1.8V,00800000,3,0,1
EF8018,WINBOND,W25Q128JW-xM,01000000,3,0,1
EF8019,WINBOND,W25Q256JW-xM,02000000,4,0,1
F83214,FIDELIX,FM25Q08A,00100000,3,0,0
F83215,FIDELIX,FM25Q16A / FM25Q16B,00200000,3,0,0
F83216,FIDELIX,FM25Q32A,00400000,3,0,0
F83217,FIDELIX,FM25Q64A,00800000,3,0,0
F83218,FIDELIX,FM25Q128,01000000,3,0,0
EF6512,Winbond,W25Q20NE,00040000,3,0,2
EF6513,Winbond,W25Q40NE,00080000,3,0,2
EF6514,Winbond,W25Q80NE,00100000,3,0,2
EF6515,Winbond,W25Q16NE,00200000,3,0,2
EF6516,Winbond,W25Q32NE,00400000,3,0,2
EF6517,Winbond,W25Q64NE,00800000,3,0,2
